0, 0, End_of_file
0, 0, Header, 1, 13, 120
1, 0, Key_signature, 0, "major"
1, 0, Start_track
1, 0, Tempo, 582524
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Title_t, "John Williams"
1, 0, Title_t, "Star Wars"
2, 0, Control_c, 1, 10, 72
2, 0, Control_c, 1, 7, 104
2, 0, MIDI_port, 1
2, 0, Program_c, 1, 70
2, 0, Start_track
3, 0, Control_c, 0, 10, 55
3, 0, Control_c, 0, 7, 108
3, 0, MIDI_port, 1
3, 0, Program_c, 0, 73
3, 0, Start_track
4, 0, Control_c, 2, 10, 73
4, 0, Control_c, 2, 7, 126
4, 0, MIDI_port, 1
4, 0, Program_c, 2, 60
4, 0, Start_track
5, 0, Control_c, 3, 10, 64
5, 0, Control_c, 3, 7, 126
5, 0, MIDI_port, 1
5, 0, Program_c, 3, 56
5, 0, Start_track
6, 0, Control_c, 4, 10, 38
6, 0, Control_c, 4, 7, 125
6, 0, MIDI_port, 1
6, 0, Program_c, 4, 57
6, 0, Start_track
7, 0, Control_c, 6, 10, 38
7, 0, Control_c, 6, 7, 102
7, 0, MIDI_port, 1
7, 0, Program_c, 6, 46
7, 0, Start_track
8, 0, Control_c, 7, 10, 90
8, 0, Control_c, 7, 7, 110
8, 0, MIDI_port, 1
8, 0, Program_c, 7, 1
8, 0, Start_track
9, 0, Control_c, 8, 10, 45
9, 0, Control_c, 8, 7, 125
9, 0, MIDI_port, 1
9, 0, Program_c, 8, 48
9, 0, Start_track
10, 0, Control_c, 10, 10, 83
10, 0, Control_c, 10, 7, 108
10, 0, MIDI_port, 1
10, 0, Program_c, 10, 48
10, 0, Start_track
11, 0, Control_c, 11, 10, 83
11, 0, Control_c, 11, 7, 124
11, 0, MIDI_port, 1
11, 0, Program_c, 11, 44
11, 0, Start_track
12, 0, Control_c, 5, 10, 50
12, 0, Control_c, 5, 7, 109
12, 0, MIDI_port, 1
12, 0, Program_c, 5, 47
12, 0, Start_track
13, 0, Control_c, 9, 10, 64
13, 0, Control_c, 9, 7, 85
13, 0, MIDI_port, 1
13, 0, Start_track
3, 1, Control_c, 0, 18, 0
2, 5, Control_c, 1, 18, 0
4, 6, Control_c, 2, 18, 64
5, 7, Control_c, 3, 18, 64
6, 8, Control_c, 4, 18, 64
12, 10, Control_c, 5, 18, 64
7, 11, Control_c, 6, 18, 64
8, 11, Control_c, 7, 18, 63
9, 13, Control_c, 8, 18, 64
10, 15, Control_c, 10, 18, 64
11, 15, Control_c, 11, 18, 64
2, 480, Note_on_c, 1, 70, 62
2, 480, Note_on_c, 1, 82, 70
6, 480, Note_on_c, 4, 58, 114
9, 480, Note_on_c, 8, 82, 59
10, 480, Note_on_c, 10, 34, 114
10, 480, Note_on_c, 10, 46, 114
10, 480, Note_on_c, 10, 62, 114
10, 480, Note_on_c, 10, 70, 114
12, 480, Note_on_c, 5, 34, 72
12, 480, Note_on_c, 5, 46, 119
13, 480, Note_on_c, 9, 57, 95
13, 480, Note_on_c, 9, 59, 95
9, 485, Note_on_c, 8, 53, 108
9, 485, Note_on_c, 8, 62, 67
9, 499, Note_on_c, 8, 94, 97
4, 602, Note_on_c, 2, 58, 114
9, 615, Note_on_c, 8, 53, 0
10, 630, Note_on_c, 10, 62, 0
6, 643, Note_on_c, 4, 58, 0
2, 653, Note_on_c, 1, 82, 0
2, 655, Note_on_c, 1, 70, 0
6, 660, Note_on_c, 4, 58, 114
6, 675, Note_on_c, 4, 58, 0
10, 675, Note_on_c, 10, 70, 0
6, 676, Note_on_c, 4, 58, 114
10, 682, Note_on_c, 10, 46, 0
6, 689, Note_on_c, 4, 58, 0
6, 692, Note_on_c, 4, 58, 114
6, 705, Note_on_c, 4, 58, 0
6, 708, Note_on_c, 4, 58, 114
10, 710, Note_on_c, 10, 34, 0
6, 720, Note_on_c, 4, 58, 0
6, 722, Note_on_c, 4, 58, 114
4, 765, Note_on_c, 2, 58, 0
4, 782, Note_on_c, 2, 58, 114
4, 804, Note_on_c, 2, 58, 0
12, 818, Note_on_c, 5, 34, 0
12, 818, Note_on_c, 5, 46, 0
4, 842, Note_on_c, 2, 58, 114
4, 867, Note_on_c, 2, 58, 0
6, 867, Note_on_c, 4, 58, 0
4, 882, Note_on_c, 2, 58, 114
4, 899, Note_on_c, 2, 58, 0
6, 900, Note_on_c, 4, 58, 114
6, 915, Note_on_c, 4, 58, 0
6, 916, Note_on_c, 4, 58, 114
4, 922, Note_on_c, 2, 58, 114
6, 929, Note_on_c, 4, 58, 0
6, 932, Note_on_c, 4, 58, 114
4, 938, Note_on_c, 2, 58, 0
6, 945, Note_on_c, 4, 58, 0
6, 948, Note_on_c, 4, 58, 114
9, 950, Note_on_c, 8, 62, 0
6, 960, Note_on_c, 4, 58, 0
4, 962, Note_on_c, 2, 58, 114
6, 962, Note_on_c, 4, 58, 114
6, 982, Note_on_c, 4, 58, 0
6, 1000, Note_on_c, 4, 53, 114
5, 1015, Note_on_c, 3, 70, 114
6, 1019, Note_on_c, 4, 53, 0
5, 1025, Note_on_c, 3, 70, 0
5, 1030, Note_on_c, 3, 70, 114
5, 1040, Note_on_c, 3, 70, 0
6, 1040, Note_on_c, 4, 58, 114
5, 1045, Note_on_c, 3, 70, 114
5, 1054, Note_on_c, 3, 70, 0
6, 1058, Note_on_c, 4, 58, 0
5, 1060, Note_on_c, 3, 70, 114
5, 1073, Note_on_c, 3, 70, 0
5, 1076, Note_on_c, 3, 70, 114
6, 1078, Note_on_c, 4, 65, 114
5, 1094, Note_on_c, 3, 70, 0
6, 1094, Note_on_c, 4, 65, 0
4, 1109, Note_on_c, 2, 58, 0
5, 1115, Note_on_c, 3, 65, 114
6, 1118, Note_on_c, 4, 63, 114
5, 1128, Note_on_c, 3, 65, 0
6, 1134, Note_on_c, 4, 63, 0
4, 1147, Note_on_c, 2, 65, 114
5, 1153, Note_on_c, 3, 75, 114
6, 1155, Note_on_c, 4, 58, 114
4, 1162, Note_on_c, 2, 65, 0
5, 1166, Note_on_c, 3, 75, 0
6, 1171, Note_on_c, 4, 58, 0
5, 1196, Note_on_c, 3, 77, 114
6, 1196, Note_on_c, 4, 58, 114
4, 1204, Note_on_c, 2, 70, 114
4, 1205, Note_on_c, 2, 65, 114
5, 1211, Note_on_c, 3, 77, 0
6, 1214, Note_on_c, 4, 58, 0
6, 1234, Note_on_c, 4, 53, 114
5, 1236, Note_on_c, 3, 75, 114
5, 1249, Note_on_c, 3, 75, 0
6, 1253, Note_on_c, 4, 53, 0
5, 1274, Note_on_c, 3, 70, 114
6, 1276, Note_on_c, 4, 63, 114
5, 1290, Note_on_c, 3, 70, 0
6, 1292, Note_on_c, 4, 63, 0
4, 1305, Note_on_c, 2, 65, 0
2, 1317, Note_on_c, 1, 68, 66
5, 1317, Note_on_c, 3, 70, 114
6, 1317, Note_on_c, 4, 65, 114
2, 1318, Note_on_c, 1, 63, 70
