0, 0, Header, 1, 2, 256
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 1, "major"
1, 0, Tempo, 600000
1, 0, Title_t, "Eine Kleine Nachtmusik"
1, 0, Text_t, "Mozart"
1, 1, End_track
2, 0, Start_track
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 53
2, 0, Control_c, 0, 10, 71
2, 0, Control_c, 0, 7, 100
2, 0, Note_on_c, 0, 67, 86
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 53
2, 0, Control_c, 0, 10, 71
2, 0, Control_c, 0, 7, 100
2, 0, Note_on_c, 0, 55, 86
2, 384, Note_off_c, 0, 67, 0
2, 384, Note_on_c, 0, 62, 82
2, 384, Note_off_c, 0, 55, 0
2, 384, Note_on_c, 0, 50, 87
2, 512, Note_on_c, 0, 67, 89
2, 512, Note_on_c, 0, 55, 91
2, 514, Note_off_c, 0, 62, 0
2, 514, Note_off_c, 0, 50, 0
2, 876, Note_off_c, 0, 67, 0
2, 876, Note_off_c, 0, 55, 0
2, 896, Note_on_c, 0, 62, 84
2, 896, Note_on_c, 0, 50, 94
2, 1024, Note_on_c, 0, 67, 93
2, 1024, Note_on_c, 0, 55, 101
2, 1026, Note_off_c, 0, 62, 0
2, 1026, Note_off_c, 0, 50, 0
2, 1152, Note_on_c, 0, 62, 85
2, 1154, Note_off_c, 0, 67, 0
2, 1280, Note_on_c, 0, 67, 93
2, 1282, Note_off_c, 0, 62, 0
2, 1408, Note_on_c, 0, 71, 107
2, 1410, Note_off_c, 0, 67, 0
2, 1536, Note_on_c, 0, 74, 119
2, 1538, Note_off_c, 0, 71, 0
2, 1996, Note_off_c, 0, 55, 0
2, 2022, Note_off_c, 0, 74, 0
2, 2048, Note_on_c, 0, 72, 90
2, 2048, Note_on_c, 0, 60, 109
2, 2432, Note_off_c, 0, 72, 0
2, 2432, Note_on_c, 0, 69, 87
2, 2432, Note_off_c, 0, 60, 0
2, 2432, Note_on_c, 0, 57, 93
2, 2560, Note_on_c, 0, 72, 92
2, 2560, Note_off_c, 0, 57, 0
2, 2560, Note_on_c, 0, 60, 106
2, 2562, Note_off_c, 0, 69, 0
2, 2924, Note_off_c, 0, 72, 0
2, 2944, Note_on_c, 0, 69, 90
2, 2944, Note_off_c, 0, 60, 0
2, 2944, Note_on_c, 0, 57, 90
2, 3072, Note_on_c, 0, 72, 98
2, 3072, Note_off_c, 0, 57, 0
2, 3072, Note_on_c, 0, 60, 104
