0, 0, Header, 1, 3, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 1, "major"
1, 0, Tempo, 468751
1, 0, MIDI_port, 0
1, 0, Key_signature, 1, "major"
1, 0, Title_t, ""
1, 41520, End_track
2, 0, Start_track
2, 0, Control_c, 0, 121, 0
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 91, 0
2, 0, Control_c, 0, 93, 0
2, 0, Note_on_c, 0, 67, 80
2, 0, Title_t, "ingame,53,76"
2, 239, Note_on_c, 0, 67, 0
2, 720, Note_on_c, 0, 62, 80
2, 839, Note_on_c, 0, 62, 0
2, 960, Note_on_c, 0, 67, 80
2, 1199, Note_on_c, 0, 67, 0
2, 1680, Note_on_c, 0, 62, 80
2, 1799, Note_on_c, 0, 62, 0
2, 1920, Note_on_c, 0, 67, 80
2, 2147, Note_on_c, 0, 67, 0
2, 2160, Note_on_c, 0, 62, 80
2, 2387, Note_on_c, 0, 62, 0
2, 2400, Note_on_c, 0, 67, 80
2, 2627, Note_on_c, 0, 67, 0
2, 2640, Note_on_c, 0, 71, 80
2, 2867, Note_on_c, 0, 71, 0
2, 2880, Note_on_c, 0, 74, 80
2, 3335, Note_on_c, 0, 74, 0
2, 3840, Note_on_c, 0, 72, 80
2, 4079, Note_on_c, 0, 72, 0
2, 4560, Note_on_c, 0, 69, 80
2, 4679, Note_on_c, 0, 69, 0
2, 4800, Note_on_c, 0, 72, 80
2, 5039, Note_on_c, 0, 72, 0
2, 5520, Note_on_c, 0, 69, 80
2, 5639, Note_on_c, 0, 69, 0
2, 5760, Note_on_c, 0, 72, 80
2, 5987, Note_on_c, 0, 72, 0
2, 6000, Note_on_c, 0, 69, 80
2, 6227, Note_on_c, 0, 69, 0
2, 6240, Note_on_c, 0, 66, 80
2, 6467, Note_on_c, 0, 66, 0
2, 6480, Note_on_c, 0, 69, 80
2, 6707, Note_on_c, 0, 69, 0
2, 6720, Note_on_c, 0, 62, 80
2, 7175, Note_on_c, 0, 62, 0
2, 7680, Note_on_c, 0, 59, 49
2, 7739, Note_on_c, 0, 59, 0
2, 7740, Note_on_c, 0, 62, 49
2, 7799, Note_on_c, 0, 62, 0
2, 7800, Note_on_c, 0, 55, 49
2, 7802, Note_on_c, 0, 67, 49
2, 7977, Note_on_c, 0, 55, 0
2, 7979, Note_on_c, 0, 67, 0
2, 8160, Note_on_c, 0, 67, 49
2, 8160, Note_on_c, 0, 55, 49
2, 8843, Note_on_c, 0, 67, 0
2, 8843, Note_on_c, 0, 55, 0
2, 8880, Note_on_c, 0, 71, 49
2, 9107, Note_on_c, 0, 71, 0
2, 9120, Note_on_c, 0, 69, 49
2, 9120, Note_on_c, 0, 57, 49
2, 9347, Note_on_c, 0, 69, 0
2, 9347, Note_on_c, 0, 57, 0
2, 9360, Note_on_c, 0, 67, 49
2, 9360, Note_on_c, 0, 55, 49
2, 9587, Note_on_c, 0, 67, 0
2, 9587, Note_on_c, 0, 55, 0
2, 9600, Note_on_c, 0, 67, 49
2, 9600, Note_on_c, 0, 55, 49
2, 9827, Note_on_c, 0, 67, 0
2, 9827, Note_on_c, 0, 55, 0
2, 9840, Note_on_c, 0, 66, 50
2, 9840, Note_on_c, 0, 54, 49
2, 10067, Note_on_c, 0, 66, 0
2, 10067, Note_on_c, 0, 54, 0
2, 10080, Note_on_c, 0, 66, 52
2, 10080, Note_on_c, 0, 54, 52
2, 10763, Note_on_c, 0, 66, 0
2, 10763, Note_on_c, 0, 54, 0
2, 10800, Note_on_c, 0, 69, 57
2, 10800, Note_on_c, 0, 57, 57
2, 11027, Note_on_c, 0, 69, 0
2, 11027, Note_on_c, 0, 57, 0
2, 11040, Note_on_c, 0, 72, 59
2, 11267, Note_on_c, 0, 72, 0
2, 11280, Note_on_c, 0, 66, 61
2, 11280, Note_on_c, 0, 54, 57
2, 11507, Note_on_c, 0, 66, 0
2, 11507, Note_on_c, 0, 54, 0
2, 11520, Note_on_c, 0, 69, 63
2, 11520, Note_on_c, 0, 57, 57
2, 11747, Note_on_c, 0, 69, 0
2, 11747, Note_on_c, 0, 57, 0
2, 11760, Note_on_c, 0, 67, 63
2, 11760, Note_on_c, 0, 55, 57
2, 11987, Note_on_c, 0, 67, 0
2, 11987, Note_on_c, 0, 55, 0
2, 12000, Note_on_c, 0, 67, 63
2, 12000, Note_on_c, 0, 55, 63
2, 12683, Note_on_c, 0, 67, 0
2, 12683, Note_on_c, 0, 55, 0
2, 12720, Note_on_c, 0, 71, 63
2, 12947, Note_on_c, 0, 71, 0
2, 12960, Note_on_c, 0, 69, 67
2, 12960, Note_on_c, 0, 57, 67
2, 13187, Note_on_c, 0, 69, 0
2, 13187, Note_on_c, 0, 57, 0
2, 13200, Note_on_c, 0, 67, 72
2, 13200, Note_on_c, 0, 55, 67
